,Unnamed: 0,Team,M,W,D,L,G,GA,PTS,xG,NPxG,xGA,NPxGA,NPxGD,PPDA,OPPDA,DC,ODC,xPTS,league,year_start,year_end
771,8,Atalanta,38,16,11,11,65,48,59,68.72,64.15,46.6,42.03,22.12,8.43,12.74,391,182,64.44,serie a,2021,2022
772,9,Verona,38,14,11,13,65,59,53,56.39,50.3,52.04,48.87,1.43,8.79,8.58,298,204,53.32,serie a,2021,2022
773,10,Torino,38,13,11,14,46,41,50,53.75,49.19,41.11,32.74,16.45,7.68,11.24,190,178,58.73,serie a,2021,2022
774,11,Sassuolo,38,13,11,14,64,66,50,59.36,54.03,69.96,63.11,-9.08,11.15,10.79,268,340,46.95,serie a,2021,2022
775,12,Udinese,38,11,14,13,61,58,47,57.17,54.13,54.01,48.59,5.54,12.65,7.95,258,256,52.75,serie a,2021,2022
776,13,Bologna,38,12,10,16,44,55,46,45.55,41.75,58.05,51.06,-9.32,10.59,9.23,219,257,43.88,serie a,2021,2022
777,14,Empoli,38,10,11,17,50,70,41,45.52,40.19,74.82,67.21,-27.02,9.72,9.43,235,373,36.69,serie a,2021,2022
778,15,Sampdoria,38,10,6,22,46,63,36,39.09,35.92,62.11,59.06,-23.14,11.18,9.4,218,290,37.39,serie a,2021,2022
779,16,Spezia,38,10,6,22,41,71,36,41.65,37.83,69.55,59.65,-21.82,13.32,8.44,161,347,37.96,serie a,2021,2022
780,17,Salernitana,38,7,10,21,33,78,31,39.49,35.68,71.42,65.33,-29.64,14.57,7.11,175,351,34.45,serie a,2021,2022
781,18,Cagliari,38,6,12,20,34,68,30,40.74,37.7,68.56,60.74,-23.04,11.39,9.13,179,314,38.62,serie a,2021,2022
782,19,Genoa,38,4,16,18,27,60,28,38.53,33.2,60.12,56.32,-23.11,9.52,7.63,178,320,38.93,serie a,2021,2022
783,20,Venezia,38,6,9,23,34,69,27,36.16,32.22,77.36,68.23,-36.01,12.96,8.43,148,385,28.29,serie a,2021,2022
