,name,position,start_games,sub_games,mins,goals,assists,shot_per_game,offsides_per_game,total_shots,team,year_start,year_end,league,fouls_per_game,total_fouls,yellow_cards,red_cards,clean_sheets,points,xG,xA,mapped_position,number_of_positions,rating,rating_mls_formula
133,Fernandinho," D(CR),DMC",26,4,2399,0,1,0.6,0,18,Manchester City,2019,2020,epl,0.9,27,7,2,17,81,0.761759222,0.447912704,Defender Defensive Midfielder,3,6.86,3.167776352
134,Ederson, GK,35,0,3072,0,0,0,0,0,Manchester City,2019,2020,epl,0.1,3.5,3,1,17,81,0,0.074793592,Goalkeeper,1,6.62,2.912207341
135,João Cancelo," D(LR),M(R)",13,4,1206,0,0,0.9,0,15.3,Manchester City,2019,2020,epl,1,17,4,0,17,81,0.560565183,2.999575402,Defender Midfielder,3,7.21,2.710974539
136,Oleksandr Zinchenko," D(L),M(CLR)",13,6,1273,0,0,0.8,0.1,15.2,Manchester City,2019,2020,epl,0.7,13.3,0,1,17,81,0.477002002,2.093007034,Defender Midfielder,4,6.7,2.156949812
137,Benjamin Mendy," D(L),DMC,M(L)",11,2,955,2,1,0.5,0.1,6.5,Manchester City,2020,2021,epl,1.1,14.3,2,0,19,86,0.334140891,0.301439743,Defender Defensive Midfielder Midfielder,3,6.63,14.84645587
138,Kyle Walker," D(CR),M(R)",22,2,1947,1,1,0.4,0,9.6,Manchester City,2020,2021,epl,1,24,1,0,19,86,0.204404906,0.499786234,Defender Midfielder,3,6.77,10.70011883
139,Phil Foden," AM(CLR),FW",17,11,1614,9,5,1.6,0.1,44.8,Manchester City,2020,2021,epl,0.4,11.2,0,0,19,86,6.083393443,4.749281365,Midfielder Forward,4,7.14,8.02803093
140,Sergio Agüero," AM(CL),FW",7,5,559,4,1,1.6,0.1,19.2,Manchester City,2020,2021,epl,0.2,2.4,0,0,19,86,3.716518562,1.315659788,Midfielder Forward,3,6.64,7.356777001
141,Ederson, GK,36,0,3240,0,1,0,0,0,Manchester City,2020,2021,epl,0,0,3,0,19,86,0,0.303358078,Goalkeeper,1,6.61,7.322360313
142,Riyad Mahrez," AM(CLR),FW",23,4,1955,9,6,2.1,0.3,56.7,Manchester City,2020,2021,epl,0.5,13.5,0,0,19,86,6.232445181,6.086525144,Midfielder Forward,4,7.31,6.372392023
143,Nathan Aké," D(CL),DMC",9,1,797,1,0,0.3,0,3,Manchester City,2020,2021,epl,0.8,8,4,0,19,86,0.505318072,0.017229334,Defender Defensive Midfielder,3,6.57,6.221571133
144,John Stones, D(CR),22,0,1934,4,0,0.7,0,15.4,Manchester City,2020,2021,epl,0.3,6.6,0,1,19,86,2.501298673,0.046839521,Defender,2,7.03,5.733003614
145,Raheem Sterling," M(CLR),FW",28,3,2537,10,7,2.3,0.3,71.3,Manchester City,2020,2021,epl,1.2,37.2,4,0,19,86,12.05067401,6.628709886,Midfielder Forward,4,7.22,5.420994686
146,Bernardo Silva," M(CLR),FW",24,2,2071,2,6,1.1,0.1,28.6,Manchester City,2020,2021,epl,0.7,18.2,5,0,19,86,3.598813418,4.823389741,Midfielder Forward,4,7.07,5.037110248
147,Gabriel Jesus," AM(LR),FW",22,7,2060,9,4,1.9,0.6,55.1,Manchester City,2020,2021,epl,1,29,2,0,19,86,9.653353471,3.549695262,Midfielder Forward,3,7.11,4.931737321
148,Ilkay Gündogan, M(C),23,5,2031,13,2,1.9,0,53.2,Manchester City,2020,2021,epl,0.3,8.4,1,0,19,86,9.566883081,3.816219656,Midfielder,1,7.29,4.822455472
149,Rodri, DMC,31,3,2749,2,2,0.9,0.1,30.6,Manchester City,2020,2021,epl,1.3,44.2,6,0,19,86,2.659903324,2.33538256,Defensive Midfielder,1,7.17,4.40781024
150,Kevin De Bruyne," M(CLR),FW",23,2,2001,6,12,3.2,0,80,Manchester City,2020,2021,epl,1.1,27.5,1,0,19,86,9.983439133,10.9582067,Midfielder Forward,4,7.65,4.353717032
151,João Cancelo," D(LR),M(R)",27,1,2302,2,3,1.3,0.1,36.4,Manchester City,2020,2021,epl,1.3,36.4,5,1,19,86,1.865636025,5.177640126,Defender Midfielder,3,7.31,4.284185983
152,Rúben Dias, D(C),32,0,2845,1,0,0.4,0,12.8,Manchester City,2020,2021,epl,0.7,22.4,4,0,19,86,1.953021321,0.105596101,Defender,1,6.91,4.184611954
153,Scott Carson, GK,1,0,90,0,0,0,0,0,Manchester City,2020,2021,epl,0,0,0,0,19,86,0,0,Goalkeeper,1,6.94,4.088888889
154,Zack Steffen, GK,1,0,90,0,0,0,0,0,Manchester City,2020,2021,epl,1,1,0,0,19,86,0,0,Goalkeeper,1,6.07,4.066666667
155,Aymeric Laporte, D(CL),14,2,1343,0,0,0.4,0.1,6.4,Manchester City,2020,2021,epl,0.6,9.6,1,0,19,86,0.842339948,0.577895381,Defender,2,6.76,3.707097108
156,Liam Delap, FW,0,1,39,0,0,1,0,1,Manchester City,2020,2021,epl,1,1,0,0,19,86,0.064085171,0,Forward,1,5.94,3.570940171
157,Oleksandr Zinchenko," D(L),M(CLR)",15,5,1474,0,0,0.8,0.1,16,Manchester City,2020,2021,epl,0.5,10,0,0,19,86,0.660659281,1.085499099,Defender Midfielder,4,6.84,3.526016885
158,Fernandinho," D(CR),DMC",12,9,1185,0,2,0.7,0,14.7,Manchester City,2020,2021,epl,1,21,6,0,19,86,0.815081934,1.540116428,Defender Defensive Midfielder,3,6.81,3.241580818
159,Eden Hazard," M(CLR),FW",38,0,3379,14,9,2.1,0.1,79.8,Chelsea,2014,2015,epl,0.3,11.4,2,0,17,87,12.01609217,11.2388905,Midfielder Forward,4,7.96,9.674758796
160,Isaiah Brown," AM(CL),FW",0,1,11,0,0,0,0,0,Chelsea,2014,2015,epl,0,0,0,0,17,87,0,0,Midfielder Forward,3,6.09,9.184848485
161,Andreas Christensen," D(C),DMC",0,1,12,0,0,0,0,0,Chelsea,2014,2015,epl,1,1,0,0,17,87,0,0,Defender Defensive Midfielder,2,6.08,8.877777778
162,Nathan Aké," D(CL),DMC",0,1,17,0,0,0,0,0,Chelsea,2014,2015,epl,1,1,0,0,17,87,0,0,Defender Defensive Midfielder,3,6.19,6.691503268
163,Oscar, M(CLR),26,2,2038,6,8,2.6,0.1,72.8,Chelsea,2014,2015,epl,1.3,36.4,5,0,17,87,6.540379193,5.22434203,Midfielder,3,7.2,5.999823322
164,John Terry, D(C),38,0,3420,5,0,0.5,0,19,Chelsea,2014,2015,epl,0.3,11.4,2,0,17,87,5.216809109,0.396627126,Defender,1,7.03,5.952615722
165,César Azpilicueta," D(CLR),M(R)",29,0,2484,0,3,0.2,0,5.8,Chelsea,2014,2015,epl,0.7,20.3,1,1,17,87,0.252619233,1.30734791,Defender Midfielder,4,7.24,5.34128249
166,Branislav Ivanovic, D(CR),38,0,3420,4,5,1.2,0.1,45.6,Chelsea,2014,2015,epl,1.1,41.8,10,1,17,87,4.370111751,5.315748721,Defender,2,7.25,5.070681601
167,Diego Costa, FW,24,2,2085,20,3,2.9,1,75.4,Chelsea,2014,2015,epl,1.3,33.8,8,0,17,87,15.21910376,4.554670916,Forward,1,7.43,4.691967892
168,Willian, AM(CLR),28,8,2418,2,3,1.5,0.1,54,Chelsea,2014,2015,epl,0.8,28.8,3,0,17,87,4.227033239,5.783545651,Midfielder,3,7.02,4.180516223
169,Mohamed Salah," AM(CLR),FW",0,3,30,0,0,0.7,0,2.1,Chelsea,2014,2015,epl,0.3,0.9,0,0,17,87,0.502302423,0.026374482,Midfielder Forward,4,5.97,4.178833333
170,Thibaut Courtois, GK,32,0,2814,0,0,0,0,0,Chelsea,2014,2015,epl,0,0,1,0,17,87,0,0.215379536,Goalkeeper,1,6.78,4.030823561
171,Gary Cahill, D(C),33,3,2985,1,0,0.6,0,21.6,Chelsea,2014,2015,epl,0.6,21.6,5,0,17,87,1.824859113,1.692150294,Defender,1,6.96,3.914545795
172,Ramires, M(CR),11,12,1102,2,4,0.7,0,16.1,Chelsea,2014,2015,epl,0.8,18.4,4,0,17,87,1.873456612,2.08005931,Midfielder,2,6.68,3.581975919
173,André Schürrle," M(CLR),FW",5,9,433,3,0,1.5,0.3,21,Chelsea,2014,2015,epl,0.7,9.8,2,0,17,87,3.249142688,0.597669065,Midfielder Forward,4,6.61,3.384151939
174,Petr Cech, GK,6,1,606,0,0,0,0,0,Chelsea,2014,2015,epl,0,0,0,0,17,87,0,0,Goalkeeper,1,6.89,3.333239038
175,Cesc Fàbregas," M(CL),FW",33,1,2890,3,18,1.3,0,44.2,Chelsea,2014,2015,epl,0.9,30.6,11,1,17,87,3.24937478,10.14933995,Midfielder Forward,3,7.62,3.239535563
176,Ruben Loftus-Cheek, M(CLR),2,1,134,0,0,0.3,0,0.9,Chelsea,2014,2015,epl,1,3,0,0,17,87,0.017071962,0.079070434,Midfielder,3,6.33,2.755555556
177,Nemanja Matic, DMC,35,1,3124,1,3,0.8,0.2,28.8,Chelsea,2014,2015,epl,1.3,46.8,10,1,17,87,2.798708323,2.380421451,Defensive Midfielder,1,7.5,2.70879899
178,Didier Drogba, FW,8,20,856,4,1,1.1,0.4,30.8,Chelsea,2014,2015,epl,0.5,14,5,0,17,87,2.728672436,1.53437137,Forward,1,6.43,2.512250611
179,John Obi Mikel, M(C),6,12,697,0,1,0.2,0,3.6,Chelsea,2014,2015,epl,0.8,14.4,1,0,17,87,0.486199927,0.326357752,Midfielder,1,6.44,2.461147772
180,Kurt Zouma, D(CR),7,8,644,0,0,0.1,0,1.5,Chelsea,2014,2015,epl,0.4,6,0,0,17,87,0.020824987,0.030054895,Defender,2,6.6,2.455831608
181,Juan Cuadrado," D(R),M(CLR),FW",4,8,312,0,0,0.7,0,8.4,Chelsea,2014,2015,epl,0.4,4.8,2,0,17,87,1.754661329,0.291303914,Defender Midfielder Forward,5,6.37,1.875923077
182,Gary Cahill, D(C),21,2,1955,2,1,0.6,0,13.8,Chelsea,2015,2016,epl,0.7,16.1,2,0,9,50,1.502672932,0.196874755,Defender,1,6.81,10.10828302
183,Abdul Rahman Baba," D(L),M(L)",11,4,1017,0,1,0.4,0.1,6,Chelsea,2015,2016,epl,0.9,13.5,1,0,9,50,0.379114883,0.179240912,Defender Midfielder,2,6.75,8.51765765
184,Kurt Zouma, D(CR),21,2,1918,1,1,0.7,0.1,16.1,Chelsea,2015,2016,epl,0.4,9.2,0,0,9,50,1.836351105,0.546777427,Defender,2,6.87,7.04824672
185,César Azpilicueta," D(CLR),M(R)",36,1,3202,2,3,0.3,0,11.1,Chelsea,2015,2016,epl,1.1,40.7,7,0,9,50,1.203629379,2.232529363,Defender Midfielder,4,7.03,6.614792912
186,Kenedy," D(L),M(LR)",4,10,552,1,0,0.9,0.1,12.6,Chelsea,2015,2016,epl,0.4,5.6,0,0,9,50,0.320685998,0.503623422,Defender Midfielder,3,6.65,6.315644558
187,Willian, AM(CLR),32,3,2751,5,6,1.7,0.1,59.5,Chelsea,2015,2016,epl,0.8,28,5,0,9,50,4.427535549,7.687527694,Midfielder,3,7.2,5.924434819
188,Cesc Fàbregas," M(CL),FW",33,4,2899,5,7,1.2,0.1,44.4,Chelsea,2015,2016,epl,1,37,5,0,9,50,3.869542864,8.421024334,Midfielder Forward,3,7.14,5.822022734
189,Branislav Ivanovic, D(CR),33,0,2918,2,2,0.8,0,26.4,Chelsea,2015,2016,epl,1,33,5,0,9,50,2.355594514,2.00699396,Defender,2,6.88,5.530798801
190,Pedro," M(CLR),FW",24,5,2044,7,2,2,0.2,58,Chelsea,2015,2016,epl,0.8,23.2,3,0,9,50,6.120481324,4.614513913,Midfielder Forward,4,7.03,5.456852167
191,Eden Hazard," M(CLR),FW",25,6,2192,4,3,1.2,0.3,37.2,Chelsea,2015,2016,epl,0.5,15.5,2,0,9,50,2.578371875,4.175006852,Midfielder Forward,4,7.11,5.253621995
192,Ramires, M(CR),7,5,608,2,0,0.8,0.1,9.6,Chelsea,2015,2016,epl,1.8,21.6,1,0,9,50,1.326233588,0.058161441,Midfielder,2,6.57,4.962045687
193,John Obi Mikel, M(C),19,6,1784,0,1,0.3,0,7.5,Chelsea,2015,2016,epl,1.3,32.5,6,0,9,50,0.284785369,0.109479452,Midfielder,1,6.68,4.840829453
194,Alexandre Pato," M(CLR),FW",1,1,131,1,0,2,1,4,Chelsea,2015,2016,epl,1,2,0,0,9,50,1.720166028,0,Midfielder Forward,4,6.62,4.765351551
195,Oscar, M(CLR),20,7,1775,3,3,1.9,0.1,51.3,Chelsea,2015,2016,epl,0.7,18.9,4,0,9,50,5.171860885,3.297748385,Midfielder,3,6.86,4.734582262
196,Diego Costa, FW,27,1,2379,12,6,2.4,1.2,67.2,Chelsea,2015,2016,epl,1.5,42,8,0,9,50,12.08056125,2.888782912,Forward,1,7.08,4.614663523
197,Jake Clarke-Salter, D(C),0,1,16,0,0,0,0,0,Chelsea,2015,2016,epl,0,0,0,0,9,50,0,0,Defender,1,6.2,4.220833333
198,Bertrand Traoré," AM(R),FW",4,6,374,2,1,1.7,0.5,17,Chelsea,2015,2016,epl,0.3,3,0,0,9,50,1.65936185,0.627598318,Midfielder Forward,2,6.77,4.05295554
199,Nemanja Matic, DMC,28,5,2421,2,2,1,0.1,33,Chelsea,2015,2016,epl,1.2,39.6,4,1,9,50,2.506363324,2.05897302,Defensive Midfielder,1,6.98,3.643111785
200,Juan Cuadrado," D(R),M(CLR),FW",0,1,26,0,0,1,0,1,Chelsea,2015,2016,epl,0,0,0,0,9,50,0.039353233,0,Defender Midfielder Forward,5,6.36,3.635897436
201,Ruben Loftus-Cheek, M(CLR),4,9,408,1,0,0.9,0.1,11.7,Chelsea,2015,2016,epl,0.3,3.9,0,0,9,50,0.954609424,0.137506712,Midfielder,3,6.49,3.506275009
202,Fikayo Tomori, D(CR),0,1,31,0,0,0,0,0,Chelsea,2015,2016,epl,0,0,0,0,9,50,0,0,Defender,2,6.19,3.43655914
203,Asmir Begovic, GK,15,2,1397,0,0,0,0,0,Chelsea,2015,2016,epl,0,0,0,0,9,50,0,0,Goalkeeper,1,6.76,3.384527068
204,John Terry, D(C),24,0,1991,1,0,0.4,0.1,9.6,Chelsea,2015,2016,epl,0.4,9.6,2,2,9,50,1.478839383,0.102273942,Defender,1,6.55,2.852133715
205,Matt Miazga, D(C),2,0,136,0,0,0,0.5,0,Chelsea,2015,2016,epl,0.5,1,1,0,9,50,0,0,Defender,1,6.35,2.714869281
206,Tammy Abraham, FW,0,2,53,0,0,1,1.5,2,Chelsea,2015,2016,epl,1,2,0,0,9,50,0.165107712,0,Forward,1,5.96,1.917714885
207,Thibaut Courtois, GK,23,0,2020,0,0,0,0,0,Chelsea,2015,2016,epl,0.1,2.3,1,2,9,50,0,0,Goalkeeper,1,6.66,1.714834362
208,Michy Batshuayi, FW,1,19,239,5,1,0.9,0.2,18,Chelsea,2016,2017,epl,0.5,10,0,0,16,93,3.764822267,0.027944377,Forward,1,6.34,21.55269117
209,Marcos Alonso," D(CL),M(L)",30,1,2694,6,3,1.5,0.1,46.5,Chelsea,2016,2017,epl,0.8,24.8,2,0,16,93,4.146676734,3.147043232,Defender Midfielder,3,7.41,8.662377277
210,César Azpilicueta," D(CLR),M(R)",38,0,3420,1,4,0.5,0.1,19,Chelsea,2016,2017,epl,0.7,26.6,4,0,16,93,0.643353693,1.675561009,Defender Midfielder,4,7.21,8.460585849
211,Eden Hazard," M(CLR),FW",36,0,3007,16,5,2.1,0.2,75.6,Chelsea,2016,2017,epl,0.5,18,3,0,16,93,11.03284526,6.440569621,Midfielder Forward,4,7.81,8.036620902
212,Gary Cahill, D(C),36,1,3296,6,0,0.6,0.1,22.2,Chelsea,2016,2017,epl,0.9,33.3,5,0,16,93,3.297440253,0.171018481,Defender,1,7.06,7.475036105
213,Willian, AM(CLR),15,19,1531,8,2,1.3,0.1,44.2,Chelsea,2016,2017,epl,0.4,13.6,3,0,16,93,3.756879384,3.064137725,Midfielder,3,6.89,6.514108794
214,Nemanja Matic, DMC,30,5,2697,1,7,0.6,0,21,Chelsea,2016,2017,epl,0.9,31.5,4,0,16,93,1.132974536,3.057638327,Defensive Midfielder,1,7.01,6.022044878
215,Ola Aina," D(CLR),M(LR)",0,3,25,0,0,0.3,0,0.9,Chelsea,2016,2017,epl,0,0,0,0,16,93,0.040968623,0,Defender Midfielder,5,6.12,5.577777778
216,Pedro," M(CLR),FW",26,9,2151,9,9,1.7,0.2,59.5,Chelsea,2016,2017,epl,0.9,31.5,6,0,16,93,5.991285153,5.526838848,Midfielder Forward,4,7.13,5.548587031
217,Diego Costa, FW,35,0,3090,20,7,3.2,0.7,112,Chelsea,2016,2017,epl,1.2,42,10,0,16,93,15.431797,4.912058966,Forward,1,7.41,5.175208334
218,Victor Moses, M(CLR),29,5,2498,3,2,1.3,0.1,44.2,Chelsea,2016,2017,epl,0.8,27.2,4,0,16,93,4.045991533,2.633280579,Midfielder,3,7.22,4.984402931
219,David Luiz," D(C),DMC",33,0,2956,1,0,0.9,0.1,29.7,Chelsea,2016,2017,epl,0.9,29.7,6,0,16,93,1.4128164,1.363066427,Defender Defensive Midfielder,2,7.16,4.64517196
220,Ruben Loftus-Cheek, M(CLR),0,6,31,0,0,0.2,0,1.2,Chelsea,2016,2017,epl,0.3,1.8,0,0,16,93,0.137499973,0,Midfielder,3,6.09,4.534189964
221,Thibaut Courtois, GK,36,0,3240,0,0,0,0,0,Chelsea,2016,2017,epl,0,0,1,0,16,93,0,0,Goalkeeper,1,6.74,4.228395062
222,Kurt Zouma, D(CR),3,6,247,0,1,0.1,0,0.9,Chelsea,2016,2017,epl,0.2,1.8,0,0,16,93,0.040940128,0.574472845,Defender,2,6.23,3.956043158
223,Asmir Begovic, GK,2,0,180,0,0,0,0,0,Chelsea,2016,2017,epl,0,0,0,0,16,93,0,0,Goalkeeper,1,5.67,3.683333333
224,Cesc Fàbregas," M(CL),FW",13,16,1328,5,12,0.9,0,26.1,Chelsea,2016,2017,epl,0.8,23.2,8,0,16,93,2.809537672,7.848813299,Midfielder Forward,3,7.05,3.563538987
225,John Terry, D(C),6,3,494,1,0,0.9,0,8.1,Chelsea,2016,2017,epl,0.6,5.4,1,0,16,93,1.541231668,0.540275577,Defender,1,6.35,3.270210708
226,Nathaniel Chalobah, DMC,1,9,159,0,1,0.1,0,1,Chelsea,2016,2017,epl,0.2,2,2,0,16,93,0.037908703,0.675506458,Defensive Midfielder,1,6.28,2.97946928
227,Oscar, M(CLR),5,4,456,0,1,1.3,0,11.7,Chelsea,2016,2017,epl,0.6,5.4,1,0,16,93,0.491433121,1.234630942,Midfielder,3,6.65,2.764304927
228,N'Golo Kanté, DMC,35,0,3139,1,1,0.8,0,28,Chelsea,2016,2017,epl,1.5,52.5,9,0,16,93,2.168147102,1.875230238,Defensive Midfielder,1,7.23,2.747476955
229,Branislav Ivanovic, D(CR),6,7,584,0,0,0.5,0.2,6.5,Chelsea,2016,2017,epl,0.6,7.8,2,0,16,93,0.324077984,0.185841825,Defender,2,6.55,2.249600281
230,Eden Hazard," M(CLR),FW",32,5,2926,16,15,2.5,0.3,92.5,Chelsea,2018,2019,epl,0.3,11.1,2,0,14,72,12.2990059,11.57039003,Midfielder Forward,4,7.81,7.139239082
231,Ruben Loftus-Cheek, M(CLR),6,18,985,6,2,1.2,0.1,28.8,Chelsea,2018,2019,epl,0.4,9.6,0,0,14,72,3.240234071,1.010945581,Midfielder,3,6.85,6.974670601
232,César Azpilicueta," D(CLR),M(R)",38,0,3403,1,5,0.4,0.1,15.2,Chelsea,2018,2019,epl,1,38,4,0,14,72,1.259637823,2.423508291,Defender Midfielder,4,7.01,6.969014923
233,N'Golo Kanté, DMC,36,0,3096,4,4,0.8,0.2,28.8,Chelsea,2018,2019,epl,1,36,3,0,14,72,3.03372803,3.732989227,Defensive Midfielder,1,6.93,6.504744239
234,David Luiz," D(C),DMC",36,0,3239,3,2,0.9,0,32.4,Chelsea,2018,2019,epl,0.9,32.4,3,0,14,72,2.897742646,2.858749484,Defender Defensive Midfielder,2,7.08,5.917488704
235,Marcos Alonso," D(CL),M(L)",31,0,2761,2,4,1.5,0.1,46.5,Chelsea,2018,2019,epl,0.9,27.9,6,0,14,72,3.561836655,3.921598087,Defender Midfielder,3,7.18,5.841309256
236,Pedro," M(CLR),FW",21,10,1781,8,2,1.8,0.3,55.8,Chelsea,2018,2019,epl,0.5,15.5,2,0,14,72,5.983355518,3.88420748,Midfielder Forward,4,6.97,5.087401153
237,Jorginho, DMC,37,0,3165,2,0,0.5,0,18.5,Chelsea,2018,2019,epl,0.9,33.3,8,0,14,72,1.296588017,3.072841066,Defensive Midfielder,1,6.88,4.64762141
238,Willian, AM(CLR),26,6,2109,3,6,1.9,0.3,60.8,Chelsea,2018,2019,epl,0.4,12.8,2,0,14,72,4.348796595,6.518496552,Midfielder,3,7.06,4.512661557
239,Gary Cahill, D(C),0,2,22,0,0,0,0,0,Chelsea,2018,2019,epl,0,0,0,0,14,72,0,0,Defender,1,6.12,4.457575758
240,Gonzalo Higuaín, FW,13,1,1092,5,0,3.3,0.8,46.2,Chelsea,2018,2019,epl,0.4,5.6,0,0,14,72,5.379232861,1.426360287,Forward,1,6.89,4.234431258
241,Victor Moses, M(CLR),0,2,26,0,0,0,0,0,Chelsea,2018,2019,epl,0.5,1,0,0,14,72,0,0.107938856,Midfielder,3,5.96,4.040384615
242,Antonio Rüdiger, D(CR),33,0,2874,1,0,0.8,0,26.4,Chelsea,2018,2019,epl,0.8,26.4,7,0,14,72,2.661058272,0.904785613,Defender,2,6.78,3.96205474
243,Ross Barkley, M(CLR),13,14,1243,3,5,1.5,0,40.5,Chelsea,2018,2019,epl,0.5,13.5,1,0,14,72,3.65217239,2.515679384,Midfielder,3,6.65,3.736844128
244,Willy Caballero, GK,2,0,180,0,0,0,0,0,Chelsea,2018,2019,epl,0,0,0,0,14,72,0,0,Goalkeeper,1,6.83,3.566666667
245,Álvaro Morata," AM(L),FW",11,5,943,5,0,2.2,1.3,35.2,Chelsea,2018,2019,epl,1.2,19.2,3,0,14,72,6.410967104,0.214856956,Midfielder Forward,2,6.56,3.405901257
246,Andreas Christensen," D(C),DMC",6,2,615,0,0,0,0,0,Chelsea,2018,2019,epl,1,8,1,0,14,72,0,0,Defender Defensive Midfielder,2,6.73,3.217242547
247,Emerson," D(L),M(L)",7,3,660,0,0,0.5,0,5,Chelsea,2018,2019,epl,0.8,8,0,0,14,72,0.272927398,0.598089918,Defender Midfielder,2,6.59,3.036565657
248,Mateo Kovacic, M(CL),21,11,1745,0,2,0.9,0,28.8,Chelsea,2018,2019,epl,0.6,19.2,3,0,14,72,2.017641893,2.013349942,Midfielder,2,6.65,2.980040599
249,Olivier Giroud, FW,7,20,834,2,4,1.2,0.2,32.4,Chelsea,2018,2019,epl,0.4,10.8,1,0,14,72,5.060872016,2.291187188,Forward,1,6.43,2.885182605
250,Callum Hudson-Odoi, M(CLR),4,6,391,0,1,0.6,0.3,6,Chelsea,2018,2019,epl,0.1,1,0,0,14,72,0.991598032,1.570071314,Midfielder,3,6.65,2.449094863
251,Davide Zappacosta," D(LR),M(LR)",1,3,125,0,0,0.5,0,2,Chelsea,2018,2019,epl,0.5,2,0,0,14,72,0.152593061,0.129326686,Defender Midfielder,4,6.39,2.416777778
252,Cesc Fàbregas," M(CL),FW",1,5,176,0,0,0.2,0,1.2,Chelsea,2018,2019,epl,0.2,1.2,1,0,14,72,0.059840955,0.215241928,Midfielder Forward,3,6.28,1.963929293
253,Armando Broja, FW,0,1,4,0,0,0,0,0,Chelsea,2019,2020,epl,0,0,0,0,9,66,0,0,Forward,1,6.02,17.38333333
254,Christian Pulisic," M(CLR),FW",19,6,1727,9,4,2.5,0.1,62.5,Chelsea,2019,2020,epl,0.6,15,0,0,9,66,8.925186411,4.296079734,Midfielder Forward,4,7.18,8.291437551
255,Marcos Alonso," D(CL),M(L)",15,3,1433,4,2,1.7,0.1,30.6,Chelsea,2019,2020,epl,0.9,16.2,4,0,9,66,2.546826496,2.991487339,Defender Midfielder,3,7.3,7.987304026
256,Willian, AM(CLR),29,7,2605,9,7,2,0.1,72,Chelsea,2019,2020,epl,0.5,18,4,0,9,66,8.135337461,8.679427238,Midfielder,3,7.31,7.159478222
257,Fikayo Tomori, D(CR),15,0,1293,1,0,0.5,0.1,7.5,Chelsea,2019,2020,epl,0.5,7.5,3,0,9,66,0.562975382,0.119876601,Defender,2,6.88,6.531293363
258,Mason Mount, M(CLR),32,5,2875,7,5,2.1,0.1,77.7,Chelsea,2019,2020,epl,1,37,3,0,9,66,7.49783041,5.258456767,Midfielder,3,6.91,6.300033755
259,César Azpilicueta," D(CLR),M(R)",36,0,3230,2,6,0.8,0.1,28.8,Chelsea,2019,2020,epl,1.1,39.6,1,0,9,66,2.594344435,6.033903409,Defender Midfielder,4,7.12,6.297976837
260,Antonio Rüdiger, D(CR),19,1,1711,2,0,0.6,0,12,Chelsea,2019,2020,epl,1,20,3,0,9,66,0.930454697,1.177513458,Defender,2,6.77,6.08878893
261,Jorginho, DMC,27,4,2384,4,2,0.4,0,12.4,Chelsea,2019,2020,epl,0.9,27.9,10,0,9,66,3.097004123,2.916516068,Defensive Midfielder,1,6.85,5.101067054
262,Tammy Abraham, FW,25,9,2221,15,3,2.6,0.7,88.4,Chelsea,2019,2020,epl,0.5,17,2,0,9,66,18.08280155,2.913048159,Forward,1,6.91,4.786478768
263,Faustino Anjorin, Midfielder,0,1,19,0,0,1,0,1,Chelsea,2019,2020,epl,0,0,0,0,9,66,0.016682621,0,Midfielder,1,6.16,4.343859649
264,Olivier Giroud, FW,12,6,1000,8,0,2.2,0.5,39.6,Chelsea,2019,2020,epl,0.9,16.2,1,0,9,66,7.400897581,1.388366647,Forward,1,6.89,4.03945807
265,Michy Batshuayi, FW,1,15,226,1,1,0.9,0.4,14.4,Chelsea,2019,2020,epl,0.3,4.8,0,0,9,66,3.03881897,0.202503627,Forward,1,6.1,3.967955798
266,Mateo Kovacic, M(CL),23,8,2073,1,3,0.7,0,21.7,Chelsea,2019,2020,epl,0.6,18.6,8,0,9,66,0.972659864,1.848453196,Midfielder,2,6.94,3.815558064
267,N'Golo Kanté, DMC,20,2,1733,3,0,0.8,0,17.6,Chelsea,2019,2020,epl,2,44,4,0,9,66,1.543912956,1.520271977,Defensive Midfielder,1,6.9,3.599925185
268,Ross Barkley, M(CLR),13,8,1104,1,4,1.9,0,39.9,Chelsea,2019,2020,epl,0.4,8.4,0,0,9,66,2.844964333,2.860243557,Midfielder,3,6.84,3.505075791
269,Callum Hudson-Odoi, M(CLR),7,15,852,1,5,1,0.1,22,Chelsea,2019,2020,epl,0.5,11,1,0,9,66,2.015142947,2.708166324,Midfielder,3,6.56,3.501710801
270,Pedro," M(CLR),FW",8,3,662,1,1,2,0,22,Chelsea,2019,2020,epl,0.7,7.7,1,0,9,66,2.472474996,1.070755158,Midfielder Forward,4,6.78,3.423924252
271,Reece James," D(CR),DMC,M(R)",16,8,1514,0,2,0.8,0,19.2,Chelsea,2019,2020,epl,0.9,21.6,1,0,9,66,0.819267087,3.181412563,Defender Defensive Midfielder Midfielder,4,6.9,3.419684741
272,Willy Caballero, GK,5,0,450,0,0,0,0,0,Chelsea,2019,2020,epl,0,0,0,0,9,66,0,0,Goalkeeper,1,6.37,3.413333333
273,Andreas Christensen," D(C),DMC",21,0,1754,0,0,0.3,0,6.3,Chelsea,2019,2020,epl,0.8,16.8,5,0,9,66,0.61414399,0.851269018,Defender Defensive Midfielder,2,6.75,3.327991674
274,Emerson," D(L),M(L)",13,2,1026,0,0,0.9,0.1,13.5,Chelsea,2019,2020,epl,0.3,4.5,3,0,9,66,1.099134436,1.687928706,Defender Midfielder,2,6.71,3.076315789
